8,9,0,1,2,3,4,5,6,7
0,10,6,26,311.9850042693245,0.0,-172.72031744333245,False,False,False
0,20,14,152,245.47295296354656,0.0,-119.9375592309617,False,False,False
0,30,-6,192,278.702802426992,0.0,-21.437657755905704,False,False,False
0,40,6,184,290.78122923149164,0.0,-11.124563690332318,False,False,False
0,50,22,310,170.12063319049665,0.0,-11.302243198458392,False,False,False
0,60,12,544,51.39263715045109,0.8223412022389875,-5.253236984346944,False,False,False
0,70,0,1247.3333333333335,9.579112145520897,1.0,297.7717913047574,False,False,False
0,80,2,1253.3333333333335,8.50958121669674,1.0,262.6471900684398,False,False,False
0,90,2,1253.3333333333335,8.49313529707148,1.0,263.7046254194781,False,False,False
0,100,0,1253.3333333333335,8.455748507539708,1.0,274.1789469976475,False,False,False
0,110,0,1247.3333333333335,21.380950934256813,1.0,201.82830215552747,False,False,False
0,120,0,1249.3333333333335,24.59109611483427,1.0,198.06387544022908,False,False,False
0,130,0,1249.3333333333335,24.419964861388806,1.0,198.26590576067483,False,False,False
0,140,0,1249.3333333333335,24.41995572623986,1.0,198.25946368617647,False,False,False
0,150,2,1251.3333333333335,22.216564154307395,1.0,201.36855537779135,False,False,False
0,160,0,1263.3333333333335,12.477949152083982,1.0,226.42454508911456,False,False,False
0,170,0,1263.3333333333335,12.232471179964598,1.0,227.73573977033445,False,False,False
0,180,0,1269.3333333333335,9.655085582504107,1.0,251.12336233187548,False,False,False
0,190,0,1267.3333333333335,10.289413126045236,1.0,242.07444567504194,False,False,False
0,200,0,1273.3333333333335,9.154604334014316,1.0,278.97630297038484,False,False,False
0,210,0,1271.3333333333335,9.049964859022946,1.0,272.0462174824024,False,False,False
0,220,0,1285.3333333333335,17.374748730653057,1.0,-31.61147824075408,False,False,False
0,230,-2,1281.3333333333335,14.118469322313498,1.0,318.8971831521072,False,False,False
0,240,0,1273.3333333333335,9.5477273816549,1.0,279.1920450184586,False,False,False
0,250,0,1277.3333333333335,11.360317743780893,1.0,304.676443315797,False,False,False
0,260,0,1273.3333333333335,9.425577917999085,1.0,277.53794907387214,False,False,False
0,270,-2,1275.3333333333335,9.928221644508742,1.0,290.16836762834436,False,False,False
0,280,2,1275.3333333333335,9.78086719039801,1.0,287.80253464372686,False,False,False
0,290,-2,1273.3333333333335,9.71324511310917,1.0,287.05220584825275,False,False,False
0,300,4,1281.3333333333335,13.17340524405214,1.0,315.8852975971638,False,False,False
0,310,0,1279.3333333333335,12.075788815007792,1.0,310.64061555037364,False,False,False
0,320,0,1279.3333333333335,11.694225096370895,1.0,308.2584825636961,False,False,False
0,330,0,1285.3333333333335,16.094370992838645,1.0,326.2466922912682,False,False,False
0,340,0,1255.3333333333335,18.108581218731253,1.0,207.97806357289596,False,False,False
0,350,0,1255.3333333333335,17.791371061428077,1.0,208.57859300282811,False,False,False
0,360,6,1265.3333333333335,11.649857515056635,1.0,232.2162348982584,False,False,False
0,368,2000,3279.3333333333335,11.640423326037908,1.0,307.9534172303319,True,False,True
1,10,6,26,311.9850042693245,0.0,-172.72031744333245,False,False,False
1,20,14,152,245.47295296354656,0.0,-119.9375592309617,False,False,False
1,30,-6,192,278.702802426992,0.0,-21.437657755905704,False,False,False
1,40,6,184,290.78122923149164,0.0,-11.124563690332318,False,False,False
1,50,10,294,181.33207493840925,0.0,-7.188384178607083,False,False,False
1,60,12,418,115.06762560317055,0.14964660004874483,-10.998331510850765,False,False,False
1,70,0,490,78.0775824766457,0.5304029304029304,-19.912986740877958,False,False,False
1,80,0,530,41.338017190585056,0.9422049538610976,-44.13677738359223,False,False,False
1,90,-2,532,43.07692931060037,0.9216882166382044,-42.072229591962255,False,False,False
1,100,0,532,34.728523321484424,0.9856656948493683,302.6280746649901,False,False,False
1,110,2,1204.0,29.2950612079974,1.0,270.516734888393,False,False,False
1,120,-2,1202.0,29.287038133294352,1.0,269.24724266934265,False,False,False
1,130,0,1206.0,29.54377371689154,1.0,277.860706686276,False,False,False
1,140,0,1212.0,30.658769028733005,1.0,288.8912154484786,False,False,False
1,150,0,1214.0,31.243685263917012,0.9997565132700268,292.2103012791434,False,False,False
1,160,2,1214.0,31.367898186856674,0.9995123140697391,292.9799306517565,False,False,False
1,170,0,1210.0,30.37384660022,1.0,286.58977061957506,False,False,False
1,180,0,1224.0,39.66234289455456,0.9549659201557936,313.0706173682156,False,False,False
1,190,0,1228.0,44.35875589022379,0.9046574006339917,-39.625095211644485,False,False,False
1,200,-2,1216.0,31.423875228113282,0.9982905982905983,296.1787795185502,False,False,False
1,210,2,1208.0,28.696973164146264,1.0,280.2554082429953,False,False,False
1,220,-2,1214.0,30.921893423222198,0.9995113608600049,294.2970503126433,False,False,False
1,230,0,1234.0,54.89794136433711,0.7909756097560976,-29.120723828938633,False,False,False
1,240,-4,1212.0,29.669681579915757,1.0,287.44284275879784,False,False,False
1,250,0,1204.0,28.716158699627815,1.0,259.9865624658936,False,False,False
1,260,0,1204.0,28.89307512762636,1.0,258.3017397238628,False,False,False
1,270,0,1202.0,30.733029848678534,0.9958485958485959,246.89266312012836,False,False,False
1,280,2,1212.0,28.369268483232755,1.0,266.55300141539453,False,False,False
1,290,0,1208.0,29.100468025852372,1.0,256.53130630204714,False,False,False
1,300,2,1218.0,28.860126851586635,1.0,281.9180628815403,False,False,False
1,310,0,1222.0,29.192264355400393,1.0,287.12585126120666,False,False,False
1,320,0,1222.0,29.898229952424714,1.0,291.160915197143,False,False,False
1,330,0,1220.0,28.821782963003496,1.0,284.5677592985511,False,False,False
1,340,0,1218.0,28.311554337830056,1.0,279.9540496365735,False,False,False
1,350,0,1222.0,29.184198900862164,1.0,287.4535323275045,False,False,False
1,360,0,1214.0,27.848346991444934,1.0,268.926026238101,False,False,False
1,370,0,1220.0,28.897384672513834,1.0,285.70745767667364,False,False,False
1,380,0,1220.0,29.04873544181199,1.0,286.6995283288703,False,False,False
1,390,0,1222.0,29.791497392798792,1.0,291.1306631715483,False,False,False
1,400,0,1224.0,29.983801775501487,1.0,292.18564148645464,False,False,False
1,410,0,1218.0,28.30200664998666,1.0,279.42772476017774,False,False,False
1,420,-2,1214.0,27.91400831885054,1.0,271.81675277795756,False,False,False
1,430,2,1220.0,28.667303786460607,1.0,284.3718835350186,False,False,False
1,440,0,1222.0,29.517428715940806,1.0,290.05416702565986,False,False,False
1,450,0,1224.0,29.842229105298838,1.0,291.8724669332043,False,False,False
1,460,-2,1224.0,30.383892413944693,1.0,294.813924317291,False,False,False
1,470,0,1220.0,28.660553126208757,1.0,286.43400910476527,False,False,False
1,480,0,1218.0,27.85350156835426,1.0,279.1028031295566,False,False,False
1,490,2000,3238.0,37.24628485117345,0.9415347137637028,317.3482238429386,True,False,True
2,10,6,26,311.9850042693245,0.0,-172.72031744333245,False,False,False
2,20,14,152,245.47295296354656,0.0,-119.9375592309617,False,False,False
2,30,-6,192,278.702802426992,0.0,-21.437657755905704,False,False,False
2,40,6,184,290.78122923149164,0.0,-11.124563690332318,False,False,False
2,50,20,312,168.38807803694533,0.0,1.5590963652583016,False,False,False
2,60,2,1036.0,29.472081335123907,1.0,57.24847076490448,False,False,False
